codigo,fecha_hora,velocidad_prom,velocidad_max,direccion_prom,direccion_max,calidad
82,2024-01-29 20:38:00,1.8,2.7,95.0,71.0,153
82,2024-01-29 20:39:00,2.6,3.6,98.0,94.0,153
82,2024-01-29 20:40:00,2.2,2.9,89.0,89.0,153
82,2024-01-29 20:41:00,2.0,2.9,104.0,93.0,153
82,2024-01-29 20:42:00,2.2,3.4,107.0,87.0,153
82,2024-01-29 20:43:00,2.7,3.9,85.0,90.0,153
82,2024-01-29 20:44:00,1.1,2.1,78.0,68.0,153
82,2024-01-29 20:45:00,1.6,2.5,102.0,99.0,153
82,2024-01-29 20:46:00,1.7,2.5,81.0,81.0,153
82,2024-01-29 20:47:00,1.6,2.2,103.0,97.0,153
82,2024-01-29 20:48:00,2.2,3.0,108.0,94.0,153
82,2024-01-29 20:49:00,2.9,4.1,122.0,115.0,153
82,2024-01-29 20:50:00,2.5,3.0,107.0,107.0,153
82,2024-01-29 20:51:00,2.5,3.3,95.0,111.0,153
82,2024-01-29 20:52:00,1.9,3.3,126.0,127.0,153
82,2024-01-29 20:53:00,0.3,1.3,140.0,137.0,153
82,2024-01-29 20:54:00,1.5,2.1,106.0,96.0,153
82,2024-01-29 20:55:00,2.0,3.0,96.0,80.0,153
82,2024-01-29 20:56:00,2.8,4.0,80.0,78.0,153
82,2024-01-29 20:57:00,2.8,3.6,79.0,68.0,153
82,2024-01-29 20:58:00,2.2,3.3,114.0,113.0,153
82,2024-01-29 20:59:00,1.2,2.2,101.0,130.0,153
82,2024-01-29 21:00:00,2.5,3.9,107.0,115.0,153
82,2024-01-29 21:01:00,1.0,1.7,98.0,115.0,153
82,2024-01-29 21:02:00,1.7,3.2,104.0,94.0,153
82,2024-01-29 21:03:00,3.0,4.1,76.0,70.0,153
82,2024-01-29 21:04:00,2.9,3.5,89.0,84.0,153
82,2024-01-29 21:05:00,2.4,3.3,71.0,86.0,153
82,2024-01-29 21:06:00,1.8,2.7,97.0,90.0,1
82,2024-01-29 21:07:00,3.4,5.2,54.0,59.0,1
82,2024-01-29 21:08:00,2.9,4.5,69.0,57.0,1
82,2024-01-29 21:09:00,1.3,2.4,86.0,70.0,1
82,2024-01-29 21:10:00,1.2,2.0,92.0,55.0,1
82,2024-01-29 21:11:00,2.1,3.6,95.0,93.0,1
82,2024-01-29 21:12:00,1.8,3.0,94.0,91.0,1
82,2024-01-29 21:13:00,1.7,2.9,100.0,119.0,1
82,2024-01-29 21:14:00,2.1,2.8,98.0,76.0,1
82,2024-01-29 21:15:00,1.3,2.4,84.0,68.0,1
82,2024-01-29 21:16:00,0.8,1.8,127.0,133.0,1
82,2024-01-29 21:17:00,2.5,3.3,98.0,92.0,1
82,2024-01-29 21:18:00,3.1,4.0,114.0,107.0,1
82,2024-01-29 21:19:00,2.1,2.9,115.0,100.0,1
82,2024-01-29 21:20:00,2.0,3.1,128.0,132.0,1
82,2024-01-29 21:21:00,1.8,3.0,120.0,106.0,1
82,2024-01-29 21:22:00,1.4,2.9,117.0,105.0,1
82,2024-01-29 21:23:00,1.5,2.9,137.0,133.0,1
82,2024-01-29 21:24:00,2.3,3.4,97.0,119.0,1
82,2024-01-29 21:25:00,1.7,2.9,108.0,75.0,1
82,2024-01-29 21:26:00,2.1,4.2,113.0,130.0,1
82,2024-01-29 21:27:00,2.8,4.2,109.0,124.0,1
82,2024-01-29 21:28:00,2.2,3.5,85.0,102.0,1
82,2024-01-29 21:29:00,2.6,4.1,97.0,76.0,1
82,2024-01-29 21:30:00,3.1,4.3,95.0,107.0,1
82,2024-01-29 21:31:00,3.0,4.3,83.0,84.0,1
82,2024-01-29 21:32:00,2.0,3.7,83.0,65.0,1
82,2024-01-29 21:33:00,2.0,3.4,91.0,61.0,1
82,2024-01-29 21:34:00,2.0,2.9,83.0,65.0,1
82,2024-01-29 21:35:00,1.1,1.9,65.0,46.0,1
82,2024-01-29 21:36:00,1.6,2.9,99.0,103.0,1
82,2024-01-29 21:37:00,2.4,3.7,94.0,105.0,1
82,2024-01-29 21:38:00,3.0,3.8,73.0,78.0,1
82,2024-01-29 21:39:00,2.0,3.1,75.0,48.0,1
82,2024-01-29 21:40:00,3.5,4.2,78.0,83.0,1
82,2024-01-29 21:41:00,3.0,3.9,90.0,89.0,1
82,2024-01-29 21:42:00,2.8,4.0,100.0,86.0,1
82,2024-01-29 21:43:00,2.6,3.4,108.0,94.0,1
82,2024-01-29 21:44:00,2.3,3.3,117.0,119.0,1
82,2024-01-29 21:45:00,1.2,1.9,103.0,99.0,1
82,2024-01-29 21:46:00,1.0,2.0,94.0,104.0,1
82,2024-01-29 21:47:00,1.9,2.8,83.0,78.0,1
82,2024-01-29 21:48:00,1.4,2.7,109.0,122.0,1
82,2024-01-29 21:49:00,3.2,4.3,97.0,89.0,1
82,2024-01-29 21:50:00,2.3,3.4,71.0,71.0,1
82,2024-01-29 21:51:00,1.4,2.1,85.0,102.0,1
82,2024-01-29 21:52:00,2.2,3.1,82.0,86.0,1
82,2024-01-29 21:53:00,2.5,3.9,99.0,97.0,1
82,2024-01-29 21:54:00,1.9,2.7,103.0,111.0,1
82,2024-01-29 21:55:00,2.7,3.7,107.0,111.0,1
82,2024-01-29 21:56:00,2.5,3.1,105.0,117.0,1
82,2024-01-29 21:57:00,2.0,2.6,129.0,140.0,1
82,2024-01-29 21:58:00,1.6,2.2,107.0,114.0,1
82,2024-01-29 21:59:00,2.0,2.6,118.0,129.0,1
82,2024-01-29 22:00:00,2.3,3.5,118.0,124.0,1
82,2024-01-29 22:01:00,1.8,2.9,95.0,127.0,1
82,2024-01-29 22:02:00,1.3,2.2,89.0,66.0,1
82,2024-01-29 22:03:00,0.5,2.0,144.0,126.0,1
82,2024-01-29 22:04:00,2.0,3.2,116.0,133.0,1
82,2024-01-29 22:05:00,2.1,2.8,93.0,86.0,1
82,2024-01-29 22:06:00,1.9,4.2,114.0,127.0,1
82,2024-01-29 22:07:00,1.9,3.8,111.0,137.0,1
82,2024-01-29 22:08:00,1.3,1.7,90.0,84.0,1
82,2024-01-29 22:09:00,1.1,2.0,90.0,82.0,1
82,2024-01-29 22:10:00,1.9,3.9,92.0,94.0,1
82,2024-01-29 22:11:00,2.6,3.6,116.0,111.0,1
82,2024-01-29 22:12:00,2.3,3.6,84.0,94.0,1
82,2024-01-29 22:13:00,2.0,3.4,110.0,129.0,1
82,2024-01-29 22:14:00,1.9,3.5,71.0,68.0,1
82,2024-01-29 22:15:00,2.0,3.0,111.0,115.0,1
82,2024-01-29 22:16:00,2.7,3.9,122.0,124.0,1
82,2024-01-29 22:17:00,3.3,4.3,106.0,114.0,1
82,2024-01-29 22:18:00,2.0,3.5,106.0,97.0,1
82,2024-01-29 22:19:00,2.7,3.6,106.0,106.0,1
82,2024-01-29 22:20:00,1.9,3.5,140.0,113.0,1
82,2024-01-29 22:21:00,1.9,2.8,130.0,174.0,1
82,2024-01-29 22:22:00,1.6,2.9,90.0,118.0,1
82,2024-01-29 22:23:00,2.4,3.1,109.0,100.0,1
82,2024-01-29 22:24:00,2.4,3.8,110.0,120.0,1
82,2024-01-29 22:25:00,2.1,4.1,126.0,135.0,1
82,2024-01-29 22:26:00,3.6,5.1,109.0,99.0,1
82,2024-01-29 22:27:00,2.2,4.0,86.0,97.0,1
82,2024-01-29 22:28:00,1.3,2.9,124.0,105.0,1
82,2024-01-29 22:29:00,1.5,2.7,89.0,68.0,1
82,2024-01-29 22:30:00,1.6,2.4,83.0,87.0,1
82,2024-01-29 22:31:00,1.5,2.3,68.0,71.0,1
82,2024-01-29 22:32:00,1.4,2.0,71.0,80.0,1
82,2024-01-29 22:33:00,2.2,3.1,108.0,111.0,1
82,2024-01-29 22:34:00,2.3,3.1,117.0,126.0,1
82,2024-01-29 22:35:00,2.2,3.5,143.0,119.0,1
82,2024-01-29 22:36:00,3.0,4.1,87.0,76.0,1
82,2024-01-29 22:37:00,2.4,3.9,125.0,135.0,1
82,2024-01-29 22:38:00,2.6,3.7,118.0,126.0,1
82,2024-01-29 22:39:00,1.0,2.6,116.0,115.0,1
82,2024-01-29 22:40:00,0.6,1.4,173.0,201.0,1
82,2024-01-29 22:41:00,1.1,1.7,160.0,190.0,1
82,2024-01-29 22:42:00,2.1,3.0,157.0,185.0,1
82,2024-01-29 22:43:00,1.9,2.9,154.0,125.0,1
82,2024-01-29 22:44:00,1.3,2.4,147.0,168.0,1
82,2024-01-29 22:45:00,1.9,2.7,148.0,175.0,1
82,2024-01-29 22:46:00,3.1,4.6,103.0,100.0,1
82,2024-01-29 22:47:00,3.4,4.8,112.0,104.0,1
82,2024-01-29 22:48:00,1.9,2.8,130.0,135.0,1
82,2024-01-29 22:49:00,1.7,2.6,126.0,126.0,1
82,2024-01-29 22:50:00,1.9,2.8,97.0,84.0,1
82,2024-01-29 22:51:00,1.5,2.3,103.0,110.0,1
82,2024-01-29 22:52:00,1.0,1.8,132.0,133.0,1
82,2024-01-29 22:53:00,1.0,1.6,122.0,133.0,1
82,2024-01-29 22:54:00,2.5,3.5,109.0,100.0,1
82,2024-01-29 22:55:00,2.9,3.6,113.0,119.0,1
82,2024-01-29 22:56:00,2.1,2.5,111.0,119.0,1
82,2024-01-29 22:57:00,1.9,2.7,138.0,145.0,1
82,2024-01-29 22:58:00,2.5,3.7,144.0,128.0,1
82,2024-01-29 22:59:00,1.7,3.0,113.0,122.0,1
82,2024-01-29 23:00:00,2.9,4.1,111.0,119.0,1
82,2024-01-29 23:01:00,2.5,3.8,105.0,99.0,1
82,2024-01-29 23:02:00,2.3,3.2,88.0,94.0,1
82,2024-01-29 23:03:00,1.7,2.5,82.0,94.0,1
82,2024-01-29 23:04:00,1.5,3.2,115.0,121.0,1
82,2024-01-29 23:05:00,2.1,2.7,128.0,119.0,1
82,2024-01-29 23:06:00,2.5,4.0,110.0,93.0,1
82,2024-01-29 23:07:00,3.0,3.9,108.0,106.0,1
82,2024-01-29 23:08:00,2.6,3.5,112.0,122.0,1
82,2024-01-29 23:09:00,2.7,4.5,93.0,90.0,1
82,2024-01-29 23:10:00,2.5,3.7,107.0,117.0,1
82,2024-01-29 23:11:00,3.0,3.5,106.0,100.0,1
82,2024-01-29 23:12:00,1.4,2.8,107.0,113.0,1
82,2024-01-29 23:13:00,1.4,2.5,92.0,85.0,1
82,2024-01-29 23:14:00,1.3,2.0,140.0,170.0,1
82,2024-01-29 23:15:00,1.8,2.5,127.0,145.0,1
82,2024-01-29 23:16:00,1.7,2.7,104.0,80.0,1
82,2024-01-29 23:17:00,0.6,1.3,147.0,119.0,1
82,2024-01-29 23:18:00,0.8,1.6,105.0,91.0,1
82,2024-01-29 23:19:00,1.3,1.9,157.0,136.0,1
82,2024-01-29 23:20:00,1.5,3.0,136.0,129.0,1
82,2024-01-29 23:21:00,2.0,3.1,140.0,130.0,1
82,2024-01-29 23:22:00,1.5,2.4,119.0,111.0,1
82,2024-01-29 23:23:00,1.8,2.4,99.0,111.0,1
82,2024-01-29 23:24:00,1.6,3.3,87.0,86.0,1
82,2024-01-29 23:25:00,1.7,3.0,90.0,72.0,1
82,2024-01-29 23:26:00,2.3,3.2,120.0,130.0,1
82,2024-01-29 23:27:00,2.6,3.4,123.0,119.0,1
82,2024-01-29 23:28:00,2.3,3.1,140.0,136.0,1
82,2024-01-29 23:29:00,1.7,2.7,117.0,96.0,1
82,2024-01-29 23:30:00,2.2,3.2,118.0,123.0,1
82,2024-01-29 23:31:00,2.0,3.1,100.0,98.0,1
82,2024-01-29 23:32:00,1.9,3.1,102.0,96.0,1
82,2024-01-29 23:33:00,1.8,2.8,100.0,91.0,1
82,2024-01-29 23:34:00,2.3,3.2,119.0,113.0,1
82,2024-01-29 23:35:00,1.9,2.8,131.0,138.0,1
82,2024-01-29 23:36:00,1.9,3.5,124.0,94.0,1
82,2024-01-29 23:37:00,2.5,3.0,111.0,111.0,1
82,2024-01-29 23:38:00,1.6,2.4,121.0,93.0,1
82,2024-01-29 23:39:00,1.2,2.8,126.0,128.0,1
82,2024-01-29 23:40:00,2.2,3.8,119.0,104.0,1
82,2024-01-29 23:41:00,3.0,4.4,105.0,84.0,1
82,2024-01-29 23:42:00,2.1,2.7,85.0,71.0,1
82,2024-01-29 23:43:00,1.6,2.6,116.0,119.0,1
82,2024-01-29 23:44:00,2.6,3.2,92.0,77.0,1
82,2024-01-29 23:45:00,2.2,2.9,88.0,99.0,1
82,2024-01-29 23:46:00,1.6,2.4,94.0,85.0,1
82,2024-01-29 23:47:00,1.5,2.1,87.0,90.0,1
82,2024-01-29 23:48:00,1.8,2.7,127.0,127.0,1
82,2024-01-29 23:49:00,1.8,2.6,103.0,127.0,1
82,2024-01-29 23:50:00,0.6,1.6,122.0,78.0,1
82,2024-01-29 23:51:00,1.2,2.1,117.0,111.0,1
82,2024-01-29 23:52:00,1.9,2.5,93.0,99.0,1
82,2024-01-29 23:53:00,1.1,1.7,81.0,93.0,1
82,2024-01-29 23:54:00,1.2,1.6,99.0,91.0,1
82,2024-01-29 23:55:00,1.1,1.7,117.0,133.0,1
82,2024-01-29 23:56:00,1.5,2.2,134.0,132.0,153
82,2024-01-29 23:57:00,1.9,2.5,101.0,114.0,153
82,2024-01-29 23:58:00,1.9,2.8,133.0,130.0,153
82,2024-01-29 23:59:00,2.1,2.9,118.0,104.0,153
82,2024-01-30 00:00:00,2.2,2.8,97.0,106.0,153
82,2024-01-30 00:01:00,1.6,2.4,83.0,77.0,153
82,2024-01-30 00:02:00,0.6,0.9,107.0,130.0,153
82,2024-01-30 00:03:00,1.0,1.6,120.0,113.0,153
82,2024-01-30 00:04:00,1.0,1.5,138.0,146.0,153
82,2024-01-30 00:05:00,1.2,1.6,130.0,129.0,153
82,2024-01-30 00:06:00,1.3,1.8,127.0,128.0,153
82,2024-01-30 00:07:00,1.1,1.7,113.0,115.0,153
82,2024-01-30 00:08:00,0.8,1.1,104.0,119.0,153
82,2024-01-30 00:09:00,1.4,2.1,126.0,133.0,153
82,2024-01-30 00:10:00,2.3,3.0,131.0,134.0,153
82,2024-01-30 00:11:00,1.7,2.6,136.0,129.0,153
82,2024-01-30 00:12:00,1.5,2.1,114.0,122.0,153
82,2024-01-30 00:13:00,1.0,1.6,108.0,125.0,153
82,2024-01-30 00:14:00,1.5,2.2,135.0,142.0,153
82,2024-01-30 00:15:00,1.8,2.7,135.0,130.0,153
82,2024-01-30 00:16:00,2.1,3.1,111.0,124.0,153
82,2024-01-30 00:17:00,2.2,2.8,112.0,115.0,153
82,2024-01-30 00:18:00,2.1,2.6,110.0,118.0,153
82,2024-01-30 00:19:00,1.3,2.8,111.0,97.0,153
82,2024-01-30 00:20:00,1.5,2.1,133.0,122.0,153
82,2024-01-30 00:21:00,1.8,2.4,161.0,169.0,153
82,2024-01-30 00:22:00,1.7,2.0,161.0,172.0,153
82,2024-01-30 00:23:00,1.0,1.7,154.0,132.0,153
82,2024-01-30 00:24:00,1.0,1.7,137.0,166.0,153
82,2024-01-30 00:25:00,1.2,1.5,130.0,130.0,153
82,2024-01-30 00:26:00,0.8,1.2,118.0,133.0,153
82,2024-01-30 00:27:00,0.8,1.2,107.0,107.0,153
82,2024-01-30 00:28:00,1.4,1.6,110.0,113.0,153
82,2024-01-30 00:29:00,1.2,1.6,109.0,113.0,153
82,2024-01-30 00:30:00,1.3,1.7,87.0,70.0,153
82,2024-01-30 00:31:00,1.0,1.5,89.0,72.0,153
82,2024-01-30 00:32:00,0.7,1.2,108.0,132.0,153
82,2024-01-30 00:33:00,1.4,2.1,127.0,132.0,153
82,2024-01-30 00:34:00,1.3,1.7,123.0,126.0,153
82,2024-01-30 00:35:00,0.9,1.2,121.0,143.0,153
82,2024-01-30 00:36:00,0.9,1.4,121.0,127.0,153
82,2024-01-30 00:37:00,1.7,2.5,129.0,135.0,153
82,2024-01-30 00:38:00,1.4,2.2,137.0,135.0,153
82,2024-01-30 00:39:00,0.9,1.4,141.0,132.0,153
82,2024-01-30 00:40:00,1.0,1.4,120.0,114.0,153
82,2024-01-30 00:41:00,1.1,1.9,133.0,124.0,153
82,2024-01-30 00:42:00,0.9,1.8,144.0,111.0,153
82,2024-01-30 00:43:00,1.1,1.5,137.0,126.0,153
82,2024-01-30 00:44:00,0.4,1.2,143.0,118.0,153
82,2024-01-30 00:45:00,1.0,1.6,71.0,79.0,153
82,2024-01-30 00:46:00,1.4,1.8,111.0,122.0,153
82,2024-01-30 00:47:00,0.8,1.5,119.0,149.0,153
82,2024-01-30 00:48:00,1.3,2.0,122.0,122.0,153
82,2024-01-30 00:49:00,1.0,1.4,91.0,129.0,153
82,2024-01-30 00:50:00,0.6,1.2,78.0,124.0,153
82,2024-01-30 00:51:00,0.7,1.2,50.0,49.0,153
82,2024-01-30 00:52:00,0.9,1.3,62.0,75.0,153
82,2024-01-30 00:53:00,0.8,1.0,81.0,61.0,153
82,2024-01-30 00:54:00,1.1,1.6,77.0,86.0,153
82,2024-01-30 00:55:00,1.5,1.8,47.0,42.0,153
82,2024-01-30 00:56:00,1.7,2.2,59.0,64.0,153
82,2024-01-30 00:57:00,1.7,2.0,68.0,74.0,153
82,2024-01-30 00:58:00,1.8,2.6,71.0,63.0,153
82,2024-01-30 00:59:00,1.9,2.5,87.0,83.0,153
82,2024-01-30 01:00:00,1.1,2.2,105.0,102.0,153
82,2024-01-30 01:01:00,2.4,3.0,75.0,70.0,153
82,2024-01-30 01:02:00,2.1,2.9,61.0,76.0,153
82,2024-01-30 01:03:00,1.6,2.6,77.0,68.0,1
82,2024-01-30 01:04:00,1.0,1.9,122.0,167.0,1
82,2024-01-30 01:05:00,0.8,1.6,138.0,130.0,1
82,2024-01-30 01:06:00,1.1,1.5,106.0,108.0,1
82,2024-01-30 01:07:00,0.8,1.4,85.0,48.0,1
82,2024-01-30 01:08:00,1.5,2.1,62.0,66.0,1
82,2024-01-30 01:09:00,1.7,2.1,72.0,66.0,1
82,2024-01-30 01:10:00,1.6,2.1,62.0,53.0,1
82,2024-01-30 01:11:00,1.7,2.2,60.0,65.0,1
82,2024-01-30 01:12:00,1.4,1.9,79.0,83.0,1
82,2024-01-30 01:13:00,1.0,1.4,101.0,100.0,1
82,2024-01-30 01:14:00,0.9,1.5,93.0,86.0,1
82,2024-01-30 01:15:00,1.2,1.7,96.0,99.0,1
82,2024-01-30 01:16:00,0.4,1.3,83.0,115.0,1
82,2024-01-30 01:17:00,0.3,0.6,1.0,357.0,1
82,2024-01-30 01:18:00,0.7,1.2,30.0,38.0,1
82,2024-01-30 01:19:00,1.2,1.5,48.0,45.0,1
82,2024-01-30 01:20:00,1.4,1.8,77.0,52.0,1
82,2024-01-30 01:21:00,1.3,1.6,95.0,96.0,1
82,2024-01-30 01:22:00,1.1,1.4,85.0,92.0,1
82,2024-01-30 01:23:00,1.3,1.7,81.0,74.0,1
82,2024-01-30 01:24:00,1.1,1.4,88.0,87.0,1
82,2024-01-30 01:25:00,1.2,1.8,55.0,38.0,1
82,2024-01-30 01:26:00,1.3,1.6,58.0,50.0,1
82,2024-01-30 01:27:00,1.2,1.5,75.0,77.0,1
82,2024-01-30 01:28:00,1.1,1.4,98.0,93.0,1
82,2024-01-30 01:29:00,0.8,1.2,78.0,56.0,1
82,2024-01-30 01:30:00,0.9,1.3,95.0,104.0,1
82,2024-01-30 01:31:00,0.8,1.0,65.0,81.0,1
82,2024-01-30 01:32:00,0.8,1.0,55.0,56.0,1
82,2024-01-30 01:33:00,0.7,0.8,49.0,41.0,1
82,2024-01-30 01:34:00,0.4,0.7,54.0,43.0,1
82,2024-01-30 01:35:00,0.0,0.3,41.0,74.0,1
82,2024-01-30 01:36:00,0.1,0.3,246.0,173.0,1
82,2024-01-30 01:37:00,0.0,0.3,235.0,208.0,1
82,2024-01-30 01:38:00,0.4,0.7,76.0,61.0,1
82,2024-01-30 01:39:00,0.5,0.7,73.0,65.0,1
82,2024-01-30 01:40:00,0.6,0.9,75.0,106.0,1
82,2024-01-30 01:41:00,0.7,0.9,89.0,100.0,1
82,2024-01-30 01:42:00,0.8,1.1,88.0,90.0,1
82,2024-01-30 01:43:00,1.2,1.5,84.0,85.0,1
82,2024-01-30 01:44:00,1.2,1.5,76.0,48.0,1
82,2024-01-30 01:45:00,1.2,1.6,84.0,83.0,1
82,2024-01-30 01:46:00,1.2,1.5,90.0,100.0,1
82,2024-01-30 01:47:00,1.8,2.4,111.0,115.0,1
82,2024-01-30 01:48:00,2.1,2.8,107.0,108.0,1
82,2024-01-30 01:49:00,1.8,2.5,95.0,87.0,1
82,2024-01-30 01:50:00,2.0,2.3,103.0,104.0,1
82,2024-01-30 01:51:00,2.1,2.7,97.0,90.0,1
82,2024-01-30 01:52:00,1.8,2.4,90.0,99.0,1
82,2024-01-30 01:53:00,1.3,2.4,100.0,89.0,1
82,2024-01-30 01:54:00,1.1,1.5,109.0,91.0,1
82,2024-01-30 01:55:00,0.5,1.3,72.0,39.0,1
82,2024-01-30 01:56:00,1.0,1.5,49.0,51.0,1
82,2024-01-30 01:57:00,0.9,1.3,3.0,23.0,1
82,2024-01-30 01:58:00,0.9,1.3,16.0,12.0,1
82,2024-01-30 01:59:00,1.1,1.7,11.0,13.0,1
82,2024-01-30 02:00:00,1.2,1.9,9.0,6.0,1
82,2024-01-30 02:01:00,1.1,1.3,0.0,14.0,1
82,2024-01-30 02:02:00,1.3,1.6,0.0,0.0,1
82,2024-01-30 02:03:00,1.1,1.6,29.0,8.0,1
82,2024-01-30 02:04:00,1.0,1.4,46.0,29.0,1
82,2024-01-30 02:05:00,1.3,2.1,55.0,40.0,1
82,2024-01-30 02:06:00,1.8,2.2,56.0,39.0,1
82,2024-01-30 02:07:00,1.7,2.1,63.0,66.0,1
82,2024-01-30 02:08:00,1.3,1.6,63.0,64.0,1
82,2024-01-30 02:09:00,1.0,1.7,53.0,63.0,1
82,2024-01-30 02:10:00,0.9,1.1,64.0,54.0,1
82,2024-01-30 02:11:00,0.1,0.6,39.0,81.0,1
82,2024-01-30 02:12:00,0.8,0.9,40.0,29.0,1
82,2024-01-30 02:13:00,0.6,0.9,64.0,62.0,1
82,2024-01-30 02:14:00,0.5,0.8,37.0,61.0,1
82,2024-01-30 02:15:00,0.4,0.6,41.0,2.0,1
82,2024-01-30 02:16:00,0.3,0.4,59.0,58.0,1
82,2024-01-30 02:17:00,0.4,0.6,72.0,78.0,1
82,2024-01-30 02:18:00,0.2,0.5,77.0,86.0,1
82,2024-01-30 02:19:00,0.5,0.7,93.0,78.0,1
82,2024-01-30 02:20:00,0.6,1.0,93.0,126.0,1
82,2024-01-30 02:21:00,0.9,1.4,129.0,137.0,1
82,2024-01-30 02:22:00,0.8,1.2,139.0,164.0,1
82,2024-01-30 02:23:00,0.6,1.1,108.0,115.0,1
82,2024-01-30 02:24:00,0.2,0.6,167.0,171.0,1
82,2024-01-30 02:25:00,0.1,0.5,69.0,70.0,1
82,2024-01-30 02:26:00,0.4,1.0,82.0,52.0,1
82,2024-01-30 02:27:00,0.9,1.5,70.0,59.0,1
82,2024-01-30 02:28:00,0.3,0.7,79.0,84.0,1
82,2024-01-30 02:29:00,0.0,0.2,25.0,124.0,1
82,2024-01-30 02:30:00,0.1,0.5,133.0,100.0,1
82,2024-01-30 02:31:00,0.5,0.9,90.0,106.0,1
82,2024-01-30 02:32:00,0.5,0.7,82.0,109.0,1
82,2024-01-30 02:33:00,0.4,0.7,74.0,125.0,1
82,2024-01-30 02:34:00,0.7,0.9,23.0,21.0,1
82,2024-01-30 02:35:00,0.7,0.9,33.0,38.0,1
82,2024-01-30 02:36:00,0.7,1.1,38.0,49.0,1
82,2024-01-30 02:37:00,1.0,1.5,48.0,52.0,1
82,2024-01-30 02:38:00,1.0,1.5,68.0,73.0,1
82,2024-01-30 02:39:00,0.5,0.7,84.0,90.0,1
82,2024-01-30 02:40:00,0.5,0.8,87.0,76.0,1
82,2024-01-30 02:41:00,0.9,1.2,94.0,84.0,1
82,2024-01-30 02:42:00,0.6,0.9,142.0,132.0,1
82,2024-01-30 02:43:00,0.6,1.0,106.0,107.0,1
82,2024-01-30 02:44:00,0.5,1.2,63.0,40.0,1
82,2024-01-30 02:45:00,1.3,1.7,56.0,56.0,1
82,2024-01-30 02:46:00,0.7,1.2,68.0,68.0,1
82,2024-01-30 02:47:00,0.3,0.7,19.0,56.0,1
82,2024-01-30 02:48:00,0.2,0.4,331.0,342.0,1
82,2024-01-30 02:49:00,0.5,0.7,342.0,326.0,1
82,2024-01-30 02:50:00,0.4,0.7,352.0,324.0,1
82,2024-01-30 02:51:00,0.3,0.8,324.0,305.0,1
82,2024-01-30 02:52:00,0.4,0.7,312.0,332.0,1
82,2024-01-30 02:53:00,0.1,0.5,323.0,318.0,1
82,2024-01-30 02:54:00,0.5,0.6,340.0,326.0,1
82,2024-01-30 02:55:00,0.4,0.6,16.0,10.0,1
82,2024-01-30 02:56:00,0.2,0.5,357.0,17.0,1
82,2024-01-30 02:57:00,0.6,1.0,38.0,38.0,1
82,2024-01-30 02:58:00,0.9,1.1,55.0,58.0,1
82,2024-01-30 02:59:00,1.1,1.3,80.0,76.0,1
82,2024-01-30 03:00:00,1.0,1.1,87.0,87.0,1
82,2024-01-30 03:01:00,0.7,1.0,88.0,84.0,1
82,2024-01-30 03:02:00,0.6,0.8,93.0,100.0,1
82,2024-01-30 03:03:00,0.7,0.9,94.0,85.0,1
82,2024-01-30 03:04:00,0.4,0.7,111.0,130.0,1
82,2024-01-30 03:05:00,0.4,0.6,101.0,104.0,1
82,2024-01-30 03:06:00,0.5,0.9,127.0,127.0,1
82,2024-01-30 03:07:00,0.6,0.9,141.0,125.0,1
82,2024-01-30 03:08:00,0.2,0.7,117.0,97.0,1
82,2024-01-30 03:09:00,0.7,1.1,65.0,56.0,1
82,2024-01-30 03:10:00,0.6,1.2,38.0,25.0,1
82,2024-01-30 03:11:00,0.5,0.9,93.0,94.0,1
82,2024-01-30 03:12:00,0.3,0.8,72.0,92.0,1
82,2024-01-30 03:13:00,0.7,1.1,118.0,127.0,1
82,2024-01-30 03:14:00,0.8,1.1,117.0,74.0,1
82,2024-01-30 03:15:00,0.8,1.2,100.0,80.0,1
82,2024-01-30 03:16:00,1.1,2.0,90.0,83.0,1
82,2024-01-30 03:17:00,0.7,1.0,109.0,125.0,1
82,2024-01-30 03:18:00,0.9,1.3,132.0,135.0,1
82,2024-01-30 03:19:00,0.9,1.3,121.0,126.0,1
82,2024-01-30 03:20:00,0.5,0.8,90.0,117.0,1
82,2024-01-30 03:21:00,0.3,0.8,0.0,351.0,1
82,2024-01-30 03:22:00,0.5,0.8,359.0,12.0,1
82,2024-01-30 03:23:00,0.6,0.8,352.0,334.0,1
82,2024-01-30 03:24:00,0.6,1.4,0.0,7.0,1
82,2024-01-30 03:25:00,1.1,1.6,10.0,8.0,1
82,2024-01-30 03:26:00,0.8,1.1,9.0,16.0,1
82,2024-01-30 03:27:00,1.0,1.3,6.0,21.0,1
82,2024-01-30 03:28:00,0.9,1.3,5.0,14.0,1
82,2024-01-30 03:29:00,0.9,1.0,358.0,12.0,1
82,2024-01-30 03:30:00,1.0,2.1,356.0,0.0,1
82,2024-01-30 03:31:00,1.6,2.0,0.0,0.0,1
82,2024-01-30 03:32:00,1.0,1.5,4.0,350.0,1
82,2024-01-30 03:33:00,1.2,1.8,7.0,14.0,1
82,2024-01-30 03:34:00,1.3,1.7,2.0,3.0,1
82,2024-01-30 03:35:00,1.3,1.6,4.0,350.0,1
82,2024-01-30 03:36:00,1.3,1.6,358.0,1.0,1
82,2024-01-30 03:37:00,1.1,1.6,18.0,9.0,1
82,2024-01-30 03:38:00,0.9,1.4,3.0,11.0,1
82,2024-01-30 03:39:00,0.6,1.1,354.0,341.0,1
