Fecha_Hora,codigoSerial,pm25,calidad_pm25,pm10,calidad_pm10,pm1,calidad_pm1,no,calidad_no,no2,calidad_no2,nox,calidad_nox,ozono,calidad_ozono,co,calidad_co,so2,calidad_so2,pst,calidad_pst,dviento_ssr,calidad_dviento_ssr,haire10_ssr,calidad_haire10_ssr,p_ssr,calidad_p_ssr,pliquida_ssr,calidad_pliquida_ssr,rglobal_ssr,calidad_rglobal_ssr,taire10_ssr,calidad_taire10_ssr,vviento_ssr,calidad_vviento_ssr
2021-02-01 00:00:00,101,23.0,1.0,26.0,1.0,-9999.0,1.0,0.745,1.0,5.7612,1.0,6.5062,1.0,19.2,1.0,0.223022,1.0,7.6,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2021-02-01 01:00:00,101,15.0,1.0,25.0,1.0,-9999.0,1.0,0.3459,1.0,2.6548,1.0,3.0008,1.0,21.0,1.0,0.237286,1.0,1.4,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2021-02-01 02:00:00,101,23.0,1.0,24.0,1.0,-9999.0,1.0,0.3484,1.0,6.5483,1.0,6.8967,1.0,16.4,1.0,0.278654,1.0,6.1,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2021-02-01 03:00:00,101,21.0,1.0,26.0,1.0,-9999.0,1.0,0.7675,1.0,4.6476,1.0,5.4151,1.0,18.5,2.3,0.2619,1.0,3.6,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2021-02-01 04:00:00,101,23.0,1.0,33.0,1.0,-9999.0,1.0,0.4458,1.0,6.8733,1.0,7.319,1.0,14.6,1.0,0.239163,1.0,6.2,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2021-02-01 05:00:00,101,21.0,1.0,29.0,1.0,-9999.0,1.0,2.1354,1.0,9.0681,1.0,11.2035,1.0,12.1,1.0,0.244755,1.0,8.5,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2021-02-01 06:00:00,101,21.0,1.0,34.0,1.0,-9999.0,1.0,8.1787,1.0,13.5749,1.0,21.7535,1.0,9.0,1.0,0.370702,1.0,16.7,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2021-02-01 07:00:00,101,29.0,1.0,47.0,1.0,-9999.0,1.0,12.5993,2.2,14.0379,1.0,26.6372,1.0,8.2,1.0,0.429208,1.0,15.4,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2021-02-01 08:00:00,101,42.0,1.0,93.0,1.0,-9999.0,1.0,55.5162,2.3,20.441,2.3,75.9572,2.3,3.0,1.0,0.729491,2.2,55.0,2.3,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2021-02-01 09:00:00,101,25.0,1.0,68.0,1.0,-9999.0,1.0,22.4692,2.2,18.5321,1.0,41.0013,2.2,8.4,1.0,0.492326,1.0,32.2,2.2,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2021-02-01 10:00:00,101,26.0,1.0,82.0,2.3,-9999.0,1.0,23.9709,2.2,18.8843,1.0,42.8553,2.2,15.1,1.0,0.385375,1.0,42.6,2.3,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2021-02-01 11:00:00,101,22.0,1.0,58.0,1.0,-9999.0,1.0,3.2316,1.0,6.8702,1.0,10.1019,1.0,35.6,1.0,0.235878,1.0,10.9,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2021-02-01 12:00:00,101,23.0,1.0,50.0,1.0,-9999.0,1.0,1.6008,1.0,4.5123,1.0,6.1132,1.0,40.5,1.0,-9999.0,4.31,6.3,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2021-02-01 13:00:00,101,17.0,1.0,38.0,1.0,-9999.0,1.0,0.9436,1.0,2.0814,1.0,3.025,1.0,35.0,1.0,0.211375,1.0,3.1,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2021-02-01 14:00:00,101,33.0,1.0,25.0,2.6,-9999.0,1.0,0.7956,1.0,1.175,1.0,1.9706,1.0,31.1,1.0,0.211288,1.0,1.2,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2021-02-01 15:00:00,101,25.0,1.0,27.0,1.0,-9999.0,1.0,3.6012,1.0,5.6617,1.0,9.2629,1.0,28.0,1.0,0.2673,1.0,9.4,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
