Fecha_Hora,codigoSerial,pm25,calidad_pm25,pm10,calidad_pm10,pm1,calidad_pm1,no,calidad_no,no2,calidad_no2,nox,calidad_nox,ozono,calidad_ozono,co,calidad_co,so2,calidad_so2,pst,calidad_pst,dviento_ssr,calidad_dviento_ssr,haire10_ssr,calidad_haire10_ssr,p_ssr,calidad_p_ssr,pliquida_ssr,calidad_pliquida_ssr,rglobal_ssr,calidad_rglobal_ssr,taire10_ssr,calidad_taire10_ssr,vviento_ssr,calidad_vviento_ssr
2021-04-01 00:00:00,12,16.0,1.0,31.0,1.0,-9999.0,1.0,4.4444,1.0,9.0275,1.0,13.472,1.0,-9999.0,1.0,-9999.0,1.0,3.0611,2.1,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2021-04-01 01:00:00,12,18.0,1.0,31.0,1.0,-9999.0,1.0,3.217,1.0,6.814,1.0,10.0311,1.0,-9999.0,1.0,-9999.0,1.0,3.39392,2.5,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2021-04-01 02:00:00,12,13.0,1.0,23.0,1.0,-9999.0,1.0,1.6343,1.0,3.5068,2.1,5.1411,1.0,-9999.0,1.0,-9999.0,1.0,1.41345,2.5,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2021-04-01 03:00:00,12,21.0,1.0,24.0,1.0,-9999.0,1.0,2.3857,1.0,6.3735,1.0,8.7592,1.0,-9999.0,1.0,-9999.0,1.0,1.70162,2.5,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2021-04-01 04:00:00,12,12.0,1.0,27.0,1.0,-9999.0,1.0,2.2781,1.0,6.1309,1.0,8.409,1.0,-9999.0,1.0,-9999.0,1.0,2.78943,2.5,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2021-04-01 05:00:00,12,14.0,1.0,23.0,1.0,-9999.0,1.0,4.1474,1.0,8.4551,1.0,12.6025,1.0,-9999.0,1.0,-9999.0,1.0,3.58372,2.5,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2021-04-01 06:00:00,12,15.0,1.0,25.0,1.0,-9999.0,1.0,8.9108,1.0,11.5974,1.0,20.5082,1.0,-9999.0,1.0,-9999.0,1.0,3.80293,2.5,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2021-04-01 07:00:00,12,22.0,1.0,32.0,2.1,-9999.0,1.0,20.7593,1.0,14.1859,1.0,34.9453,1.0,-9999.0,1.0,-9999.0,1.0,3.98788,2.5,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2021-04-01 08:00:00,12,16.0,2.1,39.0,1.0,-9999.0,1.0,30.014,2.2,14.9578,1.0,44.9718,1.0,-9999.0,1.0,-9999.0,1.0,5.63328,2.5,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2021-04-01 09:00:00,12,-9999.0,4.31,-9999.0,4.31,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
