baseline,split,rmse_mean,r2_mean,rmse_h24,r2_h24,n_eval_mean,n_eval_h24
climatology_hourly_station,test,8.717123616378139,0.22748117743227736,8.720815981288723,0.22528995931438078,280087.0416666667,288083
climatology_hourly_station,val,9.772772781421592,0.21026969501841516,9.760092654870393,0.21080335203016898,130108.08333333333,135040
