Fecha_Hora,codigoSerial,pm25,calidad_pm25,pm10,calidad_pm10,pm1,calidad_pm1,no,calidad_no,no2,calidad_no2,nox,calidad_nox,ozono,calidad_ozono,co,calidad_co,so2,calidad_so2,pst,calidad_pst,dviento_ssr,calidad_dviento_ssr,haire10_ssr,calidad_haire10_ssr,p_ssr,calidad_p_ssr,pliquida_ssr,calidad_pliquida_ssr,rglobal_ssr,calidad_rglobal_ssr,taire10_ssr,calidad_taire10_ssr,vviento_ssr,calidad_vviento_ssr
2024-07-01 00:00:00,101,17.0,1.0,21.0,1.0,-9999.0,1.0,5.4012,1.0,16.6118,1.0,22.013,1.0,1.9,1.0,0.421362,1.0,1.12888,1.0,-9999.0,1.0,57.348,1.0,94.887,1.0,641.22,1.0,0.66,1.0,-9999.0,1.0,17.887,1.0,0.77,1.0
2024-07-01 01:00:00,101,31.0,2.3,19.0,2.6,-9999.0,1.0,16.5074,1.0,18.0747,1.0,34.5821,1.0,1.7,1.0,0.466942,1.0,6.23618,1.0,-9999.0,1.0,117.99,1.0,96.593,1.0,640.509,1.0,0.14,1.0,-9999.0,1.0,17.613,1.0,0.26,1.0
2024-07-01 02:00:00,101,22.0,1.0,19.0,2.6,-9999.0,1.0,31.1614,2.3,17.1275,1.0,48.2889,1.0,1.4,1.0,0.355469,1.0,14.7173,2.3,-9999.0,1.0,98.554,1.0,98.365,1.0,640.086,1.0,0.0,1.0,-9999.0,1.0,17.347,1.0,0.405,1.0
2024-07-01 03:00:00,101,11.0,1.0,15.0,1.0,-9999.0,1.0,16.3875,1.0,14.3281,1.0,30.7156,1.0,1.3,1.0,0.307025,1.0,8.60904,1.0,-9999.0,1.0,318.793,1.0,98.502,1.0,639.939,1.0,0.0,1.0,-9999.0,1.0,17.192,1.0,0.518,1.0
2024-07-01 04:00:00,101,15.0,1.0,21.0,1.0,-9999.0,1.0,9.804,1.0,11.2272,1.0,21.0313,1.0,2.0,1.0,0.257454,1.0,4.04053,1.0,-9999.0,1.0,287.338,1.0,96.812,1.0,639.889,1.0,0.0,1.0,-9999.0,1.0,17.103,1.0,0.808,1.0
2024-07-01 05:00:00,101,15.0,1.0,18.0,1.0,-9999.0,1.0,6.4397,1.0,10.3522,1.0,16.7919,1.0,2.2,1.0,0.226304,1.0,3.5553,1.0,-9999.0,1.0,342.257,1.0,95.355,1.0,640.47,1.0,0.0,1.0,-9999.0,1.0,17.045,1.0,0.515,1.0
2024-07-01 06:00:00,101,19.0,1.0,22.0,1.0,-9999.0,1.0,6.3837,1.0,9.1439,1.0,15.5276,1.0,2.4,1.0,0.224788,1.0,2.62942,1.0,-9999.0,1.0,304.049,1.0,96.447,1.0,641.022,1.0,0.0,1.0,-9999.0,1.0,16.845,1.0,0.358,1.0
2024-07-01 07:00:00,101,10.0,1.0,22.0,1.0,-9999.0,1.0,8.8027,1.0,6.8554,1.0,15.6582,1.0,3.1,1.0,0.25313,1.0,1.6336,1.0,-9999.0,1.0,58.374,1.0,95.378,1.0,641.18,1.0,0.0,1.0,-9999.0,1.0,17.597,1.0,0.355,1.0
2024-07-01 08:00:00,101,18.0,1.0,48.0,1.0,-9999.0,1.0,15.8007,1.0,8.7109,1.0,24.5116,1.0,3.1,1.0,0.298165,1.0,4.98495,1.0,-9999.0,1.0,217.918,1.0,87.065,1.0,641.33,1.0,0.0,1.0,-9999.0,1.0,19.468,1.0,0.502,1.0
2024-07-01 09:00:00,101,25.0,1.0,72.0,1.0,-9999.0,1.0,19.2802,1.0,7.336,1.0,26.6162,1.0,6.6,1.0,0.286595,1.0,9.74415,1.0,-9999.0,1.0,175.229,1.0,68.045,1.0,641.15,1.0,0.0,1.0,-9999.0,1.0,22.07,1.0,0.38,1.0
2024-07-01 10:00:00,101,6.0,1.0,47.0,1.0,-9999.0,1.0,4.0119,1.0,3.1894,1.0,7.2013,1.0,17.1,1.0,0.126952,1.0,2.57937,1.0,-9999.0,1.0,60.486,1.0,59.555,1.0,640.64,1.0,0.0,1.0,-9999.0,1.0,24.407,1.0,0.282,1.0
2024-07-01 11:00:00,101,5.0,1.0,29.0,1.0,-9999.0,1.0,1.2747,1.0,2.7934,1.0,4.0681,1.0,23.4,1.0,0.127353,1.0,2.05387,1.0,-9999.0,1.0,51.671,1.0,54.233,1.0,640.028,1.0,0.0,1.0,-9999.0,1.0,25.667,1.0,0.936,1.0
2024-07-01 12:00:00,101,5.0,1.0,31.0,1.0,-9999.0,1.0,0.4989,1.0,2.9078,1.0,3.4067,1.0,25.7,1.0,0.102745,1.0,3.28536,1.0,-9999.0,1.0,113.762,1.0,49.412,1.0,639.341,1.0,0.0,1.0,-9999.0,1.0,26.982,1.0,0.92,1.0
2024-07-01 13:00:00,101,4.0,1.0,2.0,2.6,-9999.0,1.0,0.7915,1.0,2.5556,1.0,3.3471,1.0,25.7,1.0,0.0940595,1.0,3.32541,1.0,-9999.0,1.0,53.072,1.0,46.867,1.0,638.487,1.0,0.0,1.0,-9999.0,1.0,28.108,1.0,0.672,1.0
2024-07-01 14:00:00,101,5.0,1.0,29.0,1.0,-9999.0,1.0,0.2597,1.0,1.8931,1.0,2.1528,1.0,26.2,1.0,0.0882722,1.0,2.02316,1.0,-9999.0,1.0,113.726,1.0,45.077,1.0,637.599,1.0,0.0,1.0,-9999.0,1.0,28.65,1.0,1.531,1.0
2024-07-01 15:00:00,101,10.0,1.0,19.0,1.0,-9999.0,1.0,1.3065,1.0,4.533,1.0,5.8394,1.0,25.6,1.0,0.094428,1.0,5.2385,1.0,-9999.0,1.0,100.47,1.0,44.702,1.0,637.052,1.0,0.0,1.0,-9999.0,1.0,28.842,1.0,1.974,1.0
2024-07-01 16:00:00,101,8.0,1.0,16.0,1.0,-9999.0,1.0,0.9577,1.0,3.9892,1.0,4.9469,1.0,25.0,1.0,0.082947,1.0,4.54752,1.0,-9999.0,1.0,64.88,1.0,46.19,1.0,637.136,1.0,0.0,1.0,-9999.0,1.0,27.66,1.0,1.092,1.0
2024-07-01 17:00:00,101,5.0,1.0,-5.0,3.0,-9999.0,1.0,0.0256,1.0,2.5837,1.0,2.6092,1.0,23.9,1.0,0.0958938,1.0,0.938302,1.0,-9999.0,1.0,237.986,1.0,58.723,1.0,637.858,1.0,0.0,1.0,-9999.0,1.0,24.82,1.0,1.488,1.0
2024-07-01 18:00:00,101,5.0,1.0,-5.0,3.0,-9999.0,1.0,0.4797,1.0,8.4446,1.0,8.9244,1.0,22.7,1.0,0.274527,1.0,0.571517,1.0,-9999.0,1.0,297.365,1.0,65.59,1.0,638.607,1.0,0.0,1.0,-9999.0,1.0,23.723,1.0,0.395,1.0
2024-07-01 19:00:00,101,19.0,1.0,-5.0,3.0,-9999.0,1.0,2.2237,1.0,15.6864,1.0,17.9101,1.0,12.1,1.0,0.522008,1.0,1.70523,1.0,-9999.0,1.0,103.799,1.0,73.535,1.0,639.632,1.0,0.27,1.0,-9999.0,1.0,22.617,1.0,1.449,1.0
2024-07-01 20:00:00,101,13.0,1.0,1.0,2.6,-9999.0,1.0,1.3086,1.0,9.3389,1.0,10.6476,1.0,13.9,1.0,0.26873,1.0,3.41401,1.0,-9999.0,1.0,127.161,1.0,90.593,1.0,640.725,1.0,0.62,1.0,-9999.0,1.0,19.197,1.0,1.698,1.0
2024-07-01 21:00:00,101,11.0,1.0,-5.0,3.0,-9999.0,1.0,2.6145,1.0,9.2833,1.0,11.8978,1.0,11.2,1.0,0.143704,1.0,4.10781,1.0,-9999.0,1.0,82.01,1.0,94.858,1.0,640.899,1.0,0.0,1.0,-9999.0,1.0,18.368,1.0,0.335,1.0
2024-07-01 22:00:00,101,12.0,1.0,-5.0,3.0,-9999.0,1.0,9.7601,1.0,15.8471,1.0,25.6072,1.0,4.7,1.0,0.163623,1.0,11.2217,1.0,-9999.0,1.0,170.583,1.0,95.98,1.0,640.826,1.0,0.0,1.0,-9999.0,1.0,18.432,1.0,0.188,1.0
2024-07-01 23:00:00,101,13.0,1.0,10.0,2.6,-9999.0,1.0,4.8628,1.0,15.8814,1.0,20.7442,1.0,2.1,1.0,0.292077,1.0,6.44091,1.0,-9999.0,1.0,358.616,1.0,96.342,1.0,640.945,1.0,0.0,1.0,-9999.0,1.0,18.333,1.0,0.792,1.0
2024-07-02 00:00:00,101,9.0,1.0,19.0,1.0,-9999.0,1.0,8.1219,1.0,14.4214,1.0,22.5432,1.0,3.0,1.0,0.216217,1.0,7.65652,1.0,-9999.0,1.0,104.054,1.0,96.687,1.0,641.065,1.0,4.52,1.0,-9999.0,1.0,18.253,1.0,0.564,1.0
2024-07-02 01:00:00,101,19.0,1.0,3.0,2.6,-9999.0,1.0,10.497,1.0,13.6359,1.0,24.1329,1.0,2.0,1.0,0.194958,1.0,5.40113,1.0,-9999.0,1.0,60.345,1.0,95.732,1.0,640.791,1.0,5.99,1.0,-9999.0,1.0,17.975,1.0,0.493,1.0
2024-07-02 02:00:00,101,12.0,1.0,21.0,1.0,-9999.0,1.0,4.5878,1.0,10.7998,1.0,15.3877,1.0,4.7,1.0,0.131294,1.0,3.27514,1.0,-9999.0,1.0,176.092,1.0,97.1,1.0,640.435,1.0,0.22,1.0,-9999.0,1.0,17.87,1.0,0.064,1.0
