codigo,fecha_hora,temperatura,calidad
419,2019-12-26 15:59:00,28.8,2
419,2019-12-26 16:00:00,28.73,2
419,2019-12-26 16:01:00,28.76,2
419,2019-12-26 16:02:00,28.71,2
419,2019-12-26 16:03:00,28.7,2
419,2019-12-26 16:04:00,28.7,2
419,2019-12-26 16:05:00,28.62,2
419,2019-12-26 16:06:00,28.7,2
419,2019-12-26 16:07:00,28.55,2
