,codigoSerial,pm25,calidad_pm25,pm10,calidad_pm10,pm1,calidad_pm1,no,calidad_no,no2,calidad_no2,nox,calidad_nox,ozono,calidad_ozono,co,calidad_co,so2,calidad_so2,pst,calidad_pst,dviento_ssr,calidad_dviento_ssr,haire10_ssr,calidad_haire10_ssr,p_ssr,calidad_p_ssr,pliquida_ssr,calidad_pliquida_ssr,rglobal_ssr,calidad_rglobal_ssr,taire10_ssr,calidad_taire10_ssr,vviento_ssr,calidad_vviento_ssr
2018-01-01 10:00:00,12,52.0,1.0,63.0,1.0,-9999.0,1.0,0.775016,2.1,28.107,1.0,28.8821,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,63.8788,1.0,54.7394,1.0,642.54,3.1,0.0,1.0,550.646,1.0,21.7173,1.0,0.500069,1.0
2018-01-01 11:00:00,12,-9999.0,4.31,39.0,1.0,-9999.0,1.0,0.0,1.0,16.0329,2.6,13.2352,2.6,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,11.6412,1.0,43.9422,1.0,641.977,3.1,0.0,1.0,724.617,1.0,23.925,1.0,0.6304,1.0
2018-01-01 12:00:00,12,-9999.0,4.31,31.0,1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,18.0697,1.0,37.512,1.0,641.313,3.1,0.0,1.0,833.008,1.0,25.4683,1.0,0.874744,1.0
2018-01-01 13:00:00,12,-9999.0,4.31,32.0,1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,17.9137,1.0,38.0503,1.0,640.498,3.1,0.0,1.0,530.073,1.0,25.8127,1.0,0.393512,1.0
2018-01-01 14:00:00,12,-9999.0,4.31,33.0,1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,29.1992,1.0,38.6127,1.0,639.69,3.1,0.0,1.0,478.603,1.0,26.0493,1.0,0.812156,1.0
2018-01-01 15:00:00,12,-9999.0,4.31,38.0,1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,1.93866,1.0,40.4625,1.0,638.953,3.1,0.0,1.0,329.42,1.0,25.9611,1.0,0.78736,1.0
2018-01-01 16:00:00,12,-9999.0,4.31,39.0,1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,141.498,1.0,45.4287,1.0,638.569,3.1,0.0,1.0,223.557,1.0,25.0636,1.0,0.306112,1.0
2018-01-01 17:00:00,12,-9999.0,4.31,31.0,1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,192.982,1.0,59.782,1.0,638.835,3.1,0.0,1.0,62.1833,1.0,22.5091,1.0,1.31647,1.0
2018-01-01 18:00:00,12,-9999.0,4.31,38.0,1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,176.264,1.0,77.4726,1.0,639.79,3.1,1.4,1.0,0.132778,1.0,19.1511,1.0,0.696356,1.0
2018-01-01 19:00:00,12,-9999.0,4.31,14.0,2.1,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,211.738,1.0,80.8851,1.0,640.922,3.1,0.7,1.0,0.0,1.0,17.7243,1.0,0.445111,1.0
2018-01-01 20:00:00,12,-9999.0,4.31,24.0,2.1,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,300.369,1.0,84.3593,1.0,641.202,3.1,0.5,1.0,0.0,1.0,17.5224,1.0,0.253339,1.0
2018-01-01 21:00:00,12,-9999.0,4.31,30.0,1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,231.926,1.0,85.1432,1.0,641.628,3.1,0.0,1.0,0.0,1.0,17.9452,1.0,0.283911,1.0
2018-01-01 22:00:00,12,-9999.0,4.31,28.0,1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,172.024,1.0,80.3293,1.0,642.099,3.1,0.0,1.0,0.0,1.0,18.3304,1.0,0.235679,1.0
2018-01-01 23:00:00,12,-9999.0,4.31,19.0,2.1,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,220.946,1.0,77.3204,1.0,642.105,3.1,0.1,1.0,0.0,1.0,18.28,1.0,0.570875,1.0
2018-01-02 00:00:00,12,-9999.0,4.31,23.0,1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,238.888,1.0,77.2558,1.0,642.286,3.1,0.5,1.0,0.0,1.0,18.2992,1.0,1.2048,1.0
2018-01-02 01:00:00,12,-9999.0,4.31,22.0,1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,217.702,1.0,82.2013,1.0,641.911,3.1,0.5,1.0,0.0,1.0,17.8544,1.0,0.226747,1.0
2018-01-02 02:00:00,12,-9999.0,4.31,20.0,1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,208.588,1.0,83.8399,1.0,641.273,3.1,0.1,1.0,0.0,1.0,17.6704,1.0,0.386039,1.0
2018-01-02 03:00:00,12,-9999.0,4.31,28.0,1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,181.799,1.0,83.0596,1.0,640.81,3.1,0.0,1.0,0.0,1.0,17.5335,1.0,0.293449,1.0
2018-01-02 04:00:00,12,-9999.0,4.31,19.0,1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,17.7052,1.0,82.389,1.0,640.545,3.1,0.0,1.0,0.0,1.0,17.3504,1.0,0.184061,1.0
2018-01-02 05:00:00,12,-9999.0,4.31,20.0,1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,204.236,1.0,81.5573,1.0,640.553,3.1,0.0,1.0,0.0,1.0,17.257,1.0,0.995605,1.0
2018-01-02 06:00:00,12,-9999.0,4.31,36.0,1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,223.378,1.0,82.644,1.0,640.802,3.1,0.0,1.0,0.0,1.0,17.1869,1.0,0.89738,1.0
2018-01-02 07:00:00,12,-9999.0,4.31,43.0,1.0,-9999.0,1.0,43.2774,1.0,21.6689,1.0,64.6461,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,223.0,1.0,79.4389,1.0,641.251,3.1,0.0,1.0,18.5253,1.0,17.4747,1.0,0.771593,1.0
2018-01-02 08:00:00,12,-9999.0,4.31,36.0,2.1,-9999.0,1.0,25.3011,1.0,22.5058,1.0,47.8069,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,228.458,1.0,72.9884,1.0,641.559,3.1,0.0,1.0,85.1842,1.0,18.3611,1.0,0.879267,1.0
2018-01-02 09:00:00,12,-9999.0,4.31,63.0,1.0,-9999.0,1.0,65.263,1.0,37.1366,1.0,102.4,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,297.948,1.0,69.0065,1.0,641.853,3.1,0.0,1.0,295.523,1.0,19.7041,1.0,0.385532,1.0
2018-01-02 10:00:00,12,-9999.0,4.31,46.0,1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,15.8405,1.0,58.2642,1.0,641.808,3.1,0.0,1.0,539.367,1.0,21.7148,1.0,0.373545,1.0
2018-01-02 11:00:00,12,-9999.0,4.31,995.0,4.2995,-9999.0,1.0,10.3094,1.0,38.9939,1.0,48.5392,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,295.934,1.0,49.8057,1.0,641.394,3.1,0.0,1.0,636.768,1.0,23.4561,1.0,0.235216,1.0
2018-01-02 12:00:00,12,58.0,2.6,44.0,2.6,-9999.0,1.0,11.0363,1.0,39.3594,1.0,47.7845,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,309.017,1.0,44.8699,1.0,640.673,3.1,0.0,1.0,572.899,1.0,24.723,1.0,0.470071,1.0
2018-01-02 13:00:00,12,-9999.0,4.31,46.0,1.0,-9999.0,1.0,3.02997,1.0,43.0806,1.0,44.6517,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,243.441,1.0,44.8579,1.0,639.879,3.1,0.0,1.0,199.166,1.0,24.7446,1.0,0.569011,1.0
2018-01-02 14:00:00,12,-9999.0,4.31,995.0,4.2995,-9999.0,1.0,7.23715,1.0,33.5314,1.0,40.7686,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,188.339,1.0,62.1814,1.0,639.517,3.1,0.0,1.0,75.1689,1.0,22.2131,1.0,0.840546,1.0
2018-01-02 15:00:00,12,-9999.0,4.31,995.0,4.2995,-9999.0,1.0,11.5682,1.0,26.7738,1.0,38.342,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,207.357,1.0,54.3453,1.0,638.909,3.1,0.0,1.0,295.413,1.0,22.4222,1.0,0.639392,1.0
2018-01-02 16:00:00,12,-9999.0,4.31,995.0,4.2995,-9999.0,1.0,25.4913,1.0,48.2276,1.0,72.0693,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,274.199,1.0,45.5534,1.0,638.273,3.1,0.0,1.0,307.092,1.0,24.1416,1.0,0.652403,1.0
2018-01-02 17:00:00,12,-9999.0,4.31,49.0,1.0,-9999.0,1.0,24.6434,1.0,53.3574,1.0,76.8163,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,287.712,1.0,48.0011,1.0,638.152,3.1,0.0,1.0,128.925,1.0,24.0484,1.0,0.423703,1.0
2018-01-02 18:00:00,12,-9999.0,4.31,50.0,1.0,-9999.0,1.0,55.6276,1.0,50.0578,1.0,103.755,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,28.6435,1.0,68.71,1.0,638.636,3.1,0.0,1.0,9.63577,1.0,20.8058,1.0,0.903945,1.0
2018-01-02 19:00:00,12,-9999.0,4.31,48.0,1.0,-9999.0,1.0,47.093,1.0,43.3177,1.0,88.7901,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,25.2374,1.0,77.8055,1.0,639.45,3.1,0.0,1.0,0.0,1.0,18.7624,1.0,1.24182,1.0
2018-01-02 20:00:00,12,-9999.0,4.31,34.0,1.0,-9999.0,1.0,30.7012,1.0,37.4021,1.0,68.1033,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,35.8801,1.0,86.6705,1.0,640.241,3.1,0.0,1.0,0.0,1.0,17.5044,1.0,1.02066,1.0
2018-01-02 21:00:00,12,-9999.0,4.31,39.0,1.0,-9999.0,1.0,26.6452,1.0,33.6065,1.0,60.2517,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,25.3677,1.0,86.8766,1.0,640.666,3.1,0.0,1.0,0.0,1.0,17.4731,1.0,0.471946,1.0
2018-01-02 22:00:00,12,-9999.0,4.31,33.0,1.0,-9999.0,1.0,40.2523,1.0,34.0032,1.0,74.2556,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,1.8014,1.0,85.4777,1.0,641.131,3.1,0.0,1.0,0.0,1.0,17.8562,1.0,0.160947,1.0
2018-01-02 23:00:00,12,-9999.0,4.31,40.0,1.0,-9999.0,1.0,47.5205,1.0,31.3497,1.0,78.8702,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,4.75508,1.0,85.0498,1.0,641.309,3.1,0.0,1.0,0.0,1.0,17.8369,1.0,0.152218,1.0
2018-01-03 00:00:00,12,-9999.0,4.31,36.0,1.0,-9999.0,1.0,23.3585,1.0,29.0292,1.0,52.3877,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,24.1061,1.0,83.7781,1.0,641.302,3.1,0.0,1.0,0.0,1.0,17.8508,1.0,0.521104,1.0
2018-01-03 01:00:00,12,-9999.0,4.31,32.0,1.0,-9999.0,1.0,18.1977,1.0,27.1743,1.0,45.372,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,346.858,1.0,82.5758,1.0,641.107,3.1,0.0,1.0,0.0,1.0,17.998,1.0,0.617878,1.0
2018-01-03 02:00:00,12,-9999.0,4.31,33.0,1.0,-9999.0,1.0,12.5777,1.0,25.6572,1.0,38.2349,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,5.18202,1.0,84.8335,1.0,640.602,3.1,0.0,1.0,0.0,1.0,17.7849,1.0,0.610646,1.0
2018-01-03 03:00:00,12,-9999.0,4.31,32.0,1.0,-9999.0,1.0,17.4524,1.0,25.1609,1.0,42.6133,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,19.556,1.0,85.8281,1.0,640.138,3.1,0.0,1.0,0.0,1.0,17.7714,1.0,0.705181,1.0
2018-01-03 04:00:00,12,-9999.0,4.31,27.0,1.0,-9999.0,1.0,9.31962,1.0,24.7486,1.0,34.0682,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,8.46074,1.0,86.3602,1.0,639.951,3.1,0.0,1.0,0.0,1.0,17.704,1.0,0.835875,1.0
2018-01-03 05:00:00,12,-9999.0,4.31,29.0,1.0,-9999.0,1.0,14.8651,1.0,24.8288,1.0,39.6939,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,13.2314,1.0,87.0249,1.0,640.081,3.1,0.0,1.0,0.0,1.0,17.5996,1.0,0.60691,1.0
2018-01-03 06:00:00,12,-9999.0,4.31,43.0,1.0,-9999.0,1.0,26.518,1.0,27.4596,1.0,53.9776,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,25.5571,1.0,85.117,1.0,640.284,3.1,0.0,1.0,0.0,1.0,17.6696,1.0,0.8811,1.0
2018-01-03 07:00:00,12,-9999.0,4.31,55.0,1.0,-9999.0,1.0,75.4392,1.0,31.8626,1.0,107.302,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,259.83,1.0,84.1096,1.0,640.744,3.1,0.0,1.0,20.0883,1.0,17.8657,1.0,1.16118,1.0
2018-01-03 08:00:00,12,-9999.0,4.31,73.0,1.0,-9999.0,1.0,97.5987,1.0,37.6143,1.0,135.213,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,270.457,1.0,79.8573,1.0,641.428,3.1,0.0,1.0,117.609,1.0,18.8717,1.0,0.840735,1.0
2018-01-03 09:00:00,12,-9999.0,4.31,63.0,1.0,-9999.0,1.0,39.9747,1.0,37.8464,1.0,77.8211,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,196.614,1.0,69.8971,1.0,641.865,3.1,0.0,1.0,264.744,1.0,20.2469,1.0,0.46893,1.0
2018-01-03 10:00:00,12,35.0,1.0,48.0,1.0,-9999.0,1.0,23.0669,1.0,34.4825,1.0,57.0619,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,186.482,1.0,57.7431,1.0,641.739,3.1,0.0,1.0,546.776,1.0,22.138,1.0,0.360229,1.0
2018-01-03 11:00:00,12,50.0,2.6,32.0,2.6,-9999.0,1.0,9.62595,1.0,28.7391,1.0,36.9662,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,147.708,1.0,45.649,1.0,641.283,3.1,0.0,1.0,724.74,1.0,24.0212,1.0,0.590359,1.0
2018-01-03 12:00:00,12,44.0,1.0,48.0,1.0,-9999.0,1.0,3.51505,1.0,30.299,1.0,33.2658,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,200.083,1.0,40.2051,1.0,640.336,3.1,0.0,1.0,777.873,1.0,25.6831,1.0,0.664193,1.0
2018-01-03 13:00:00,12,23.0,1.0,39.0,1.0,-9999.0,1.0,4.79413,1.0,32.0351,1.0,36.447,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,192.425,1.0,34.3648,1.0,639.477,3.1,0.0,1.0,802.336,1.0,27.3784,1.0,0.380171,1.0
2018-01-03 14:00:00,12,30.0,1.0,34.0,1.0,-9999.0,1.0,4.50933,1.0,23.355,1.0,27.8644,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,203.183,1.0,32.2788,1.0,638.557,3.1,0.0,1.0,818.66,1.0,28.1796,1.0,0.784329,1.0
2018-01-03 15:00:00,12,24.0,1.0,40.0,1.0,-9999.0,1.0,13.7417,1.0,31.2752,1.0,44.6125,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,154.099,1.0,33.1679,1.0,637.696,3.1,0.0,1.0,501.215,1.0,28.4955,1.0,0.376319,1.0
2018-01-03 16:00:00,12,-9999.0,4.31,46.0,1.0,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,204.671,1.0,37.2811,1.0,637.461,3.1,0.0,1.0,249.764,1.0,26.6964,1.0,1.54904,1.0
2018-01-03 17:00:00,12,-9999.0,4.31,49.0,1.0,-9999.0,1.0,31.0393,1.0,45.3797,1.0,74.0868,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,13.9265,1.0,47.021,1.0,638.002,3.1,0.0,1.0,94.5333,1.0,23.8192,1.0,0.955013,1.0
2018-01-03 18:00:00,12,-9999.0,4.31,52.0,1.0,-9999.0,1.0,40.1999,1.0,50.0373,1.0,89.6996,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,23.3687,1.0,56.9518,1.0,638.276,3.1,0.0,1.0,14.5175,1.0,21.9846,1.0,1.05702,1.0
2018-01-03 19:00:00,12,-9999.0,4.31,55.0,1.0,-9999.0,1.0,66.9958,1.0,59.5283,1.0,124.709,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,36.228,1.0,65.0763,1.0,638.719,3.1,0.0,1.0,0.0,1.0,20.922,1.0,0.9414,1.0
2018-01-03 20:00:00,12,-9999.0,4.31,42.0,1.0,-9999.0,1.0,54.275,1.0,47.4814,1.0,98.1861,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,26.6783,1.0,64.0414,1.0,639.549,3.1,0.0,1.0,0.0,1.0,20.7449,1.0,-9999.0,4.31
2018-01-03 21:00:00,12,-9999.0,4.31,57.0,1.0,-9999.0,1.0,50.4388,1.0,41.5029,1.0,91.9417,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,27.6202,1.0,63.8661,1.0,640.492,3.1,0.0,1.0,0.0,1.0,20.399,1.0,0.649812,1.0
2018-01-03 22:00:00,12,-9999.0,4.31,49.0,1.0,-9999.0,1.0,34.0965,1.0,36.0076,1.0,70.1042,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,7.81215,1.0,73.5585,1.0,641.277,3.1,0.1,1.0,0.0,1.0,19.0792,1.0,0.333192,1.0
2018-01-03 23:00:00,12,39.0,1.0,55.0,1.0,-9999.0,1.0,45.5513,1.0,36.2074,1.0,81.7587,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,334.815,1.0,80.9076,1.0,641.202,3.1,0.7,1.0,0.0,1.0,18.1791,1.0,0.235026,1.0
2018-01-04 00:00:00,12,33.0,1.0,37.0,1.0,-9999.0,1.0,46.2309,1.0,33.0681,1.0,79.2989,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,278.505,1.0,80.2589,1.0,641.136,3.1,0.0,1.0,0.0,1.0,18.2401,1.0,0.359971,1.0
2018-01-04 01:00:00,12,29.0,1.0,44.0,1.0,-9999.0,1.0,23.57,1.0,26.8145,1.0,50.3845,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,15.4414,1.0,81.4168,1.0,641.433,3.1,0.1,1.0,0.0,1.0,17.9708,1.0,0.480681,1.0
2018-01-04 02:00:00,12,24.0,1.0,37.0,1.0,-9999.0,1.0,12.4148,1.0,25.9869,1.0,38.4017,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,300.957,1.0,80.0039,1.0,641.465,3.1,0.2,1.0,0.0,1.0,17.8937,1.0,0.6376,1.0
2018-01-04 03:00:00,12,20.0,1.0,35.0,1.0,-9999.0,1.0,11.9902,1.0,26.5598,1.0,38.5501,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,211.112,1.0,84.9182,1.0,641.125,3.1,0.9,1.0,0.0,1.0,17.4376,1.0,0.165497,1.0
2018-01-04 04:00:00,12,29.0,1.0,41.0,1.0,-9999.0,1.0,19.9527,1.0,28.424,1.0,48.3768,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,295.01,1.0,87.5848,1.0,640.55,3.1,0.4,1.0,0.0,1.0,17.2857,1.0,0.0861164,1.0
2018-01-04 05:00:00,12,24.0,1.0,35.0,1.0,-9999.0,1.0,20.5185,1.0,26.6732,1.0,47.1916,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,242.922,1.0,84.4707,1.0,640.163,3.1,0.0,1.0,0.0,1.0,17.2844,1.0,0.164225,1.0
2018-01-04 06:00:00,12,35.0,1.0,36.0,1.0,-9999.0,1.0,34.8418,1.0,29.4401,1.0,64.2819,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,220.876,1.0,83.7318,1.0,640.951,3.1,0.0,1.0,0.0,1.0,17.4729,1.0,-9999.0,4.31
