Fecha_Hora,codigoSerial,pm25,calidad_pm25,pm10,calidad_pm10,pm1,calidad_pm1,no,calidad_no,no2,calidad_no2,nox,calidad_nox,ozono,calidad_ozono,co,calidad_co,so2,calidad_so2,pst,calidad_pst,dviento_ssr,calidad_dviento_ssr,haire10_ssr,calidad_haire10_ssr,p_ssr,calidad_p_ssr,pliquida_ssr,calidad_pliquida_ssr,rglobal_ssr,calidad_rglobal_ssr,taire10_ssr,calidad_taire10_ssr,vviento_ssr,calidad_vviento_ssr
2022-02-01 00:00:00,12,31.0,1.0,40.0,1.0,-9999.0,1.0,18.8422,1.0,24.6283,1.0,43.4705,1.0,-9999.0,1.0,-9999.0,1.0,4.67095,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 01:00:00,12,32.0,1.0,48.0,1.0,-9999.0,1.0,8.7477,1.0,17.6522,1.0,26.3999,1.0,-9999.0,1.0,-9999.0,1.0,4.73048,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 02:00:00,12,31.0,1.0,52.0,1.0,-9999.0,1.0,11.7938,1.0,20.5693,1.0,32.3631,1.0,-9999.0,1.0,-9999.0,1.0,14.6576,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 03:00:00,12,22.0,1.0,43.0,1.0,-9999.0,1.0,12.3372,1.0,19.6969,1.0,32.0341,1.0,-9999.0,1.0,-9999.0,1.0,16.935,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 04:00:00,12,22.0,1.0,49.0,1.0,-9999.0,1.0,9.2376,1.0,16.7891,1.0,26.0266,1.0,-9999.0,1.0,-9999.0,1.0,14.7422,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 05:00:00,12,25.0,1.0,47.0,1.0,-9999.0,1.0,16.9819,1.0,17.8237,1.0,34.8056,1.0,-9999.0,1.0,-9999.0,1.0,21.1732,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 06:00:00,12,28.0,1.0,60.0,1.0,-9999.0,1.0,38.9266,1.0,20.113,1.0,59.0396,1.0,-9999.0,1.0,-9999.0,1.0,22.0564,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 07:00:00,12,39.0,1.0,87.0,1.0,-9999.0,1.0,71.8184,1.0,19.7421,1.0,91.5604,1.0,-9999.0,1.0,-9999.0,1.0,28.5785,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 08:00:00,12,38.0,1.0,80.0,1.0,-9999.0,1.0,89.9354,1.0,19.5099,1.0,109.445,1.0,-9999.0,1.0,-9999.0,1.0,26.9369,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 09:00:00,12,44.0,1.0,80.0,1.0,-9999.0,1.0,100.052,2.2,24.1614,1.0,124.213,1.0,-9999.0,1.0,-9999.0,1.0,27.2114,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 10:00:00,12,985.0,3.1,71.0,1.0,-9999.0,1.0,45.6239,1.0,25.3257,1.0,70.9496,1.0,-9999.0,1.0,-9999.0,1.0,16.7283,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 11:00:00,12,17.0,3.1,53.0,1.0,-9999.0,1.0,21.3011,1.0,18.4939,1.0,39.795,1.0,-9999.0,1.0,-9999.0,1.0,4.00517,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 12:00:00,12,6.0,3.1,45.0,1.0,-9999.0,1.0,15.5249,1.0,17.0961,1.0,32.621,1.0,-9999.0,1.0,-9999.0,1.0,3.70744,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 13:00:00,12,15.0,3.1,49.0,1.0,-9999.0,1.0,12.6981,1.0,20.2354,1.0,32.9335,1.0,-9999.0,1.0,-9999.0,1.0,2.24453,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 14:00:00,12,7.0,3.1,55.0,1.0,-9999.0,1.0,12.4667,1.0,23.9802,1.0,36.4469,1.0,-9999.0,1.0,-9999.0,1.0,1.7578,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 15:00:00,12,7.0,3.1,57.0,1.0,-9999.0,1.0,10.8967,1.0,29.814,1.0,40.7107,1.0,-9999.0,1.0,-9999.0,1.0,2.70929,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 16:00:00,12,14.0,3.1,75.0,1.0,-9999.0,1.0,23.8761,1.0,39.4923,1.0,63.3685,1.0,-9999.0,1.0,-9999.0,1.0,5.159,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 17:00:00,12,7.0,3.1,93.0,1.0,-9999.0,1.0,33.7384,1.0,35.2128,1.0,68.9512,1.0,-9999.0,1.0,-9999.0,1.0,6.54936,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 18:00:00,12,6.0,3.1,84.0,1.0,-9999.0,1.0,44.7258,1.0,40.1529,1.0,84.8787,1.0,-9999.0,1.0,-9999.0,1.0,6.62845,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 19:00:00,12,6.0,3.1,73.0,1.0,-9999.0,1.0,37.6919,1.0,30.5835,1.0,68.2755,1.0,-9999.0,1.0,-9999.0,1.0,6.11372,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 20:00:00,12,3.0,3.1,59.0,1.0,-9999.0,1.0,26.5674,1.0,28.9751,1.0,55.5425,1.0,-9999.0,1.0,-9999.0,1.0,6.28761,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 21:00:00,12,6.0,3.1,51.0,1.0,-9999.0,1.0,28.105,1.0,28.8965,1.0,57.0015,1.0,-9999.0,1.0,-9999.0,1.0,10.1042,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 22:00:00,12,6.0,3.1,62.0,1.0,-9999.0,1.0,22.9738,1.0,27.44,1.0,50.4139,1.0,-9999.0,1.0,-9999.0,1.0,8.81637,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 23:00:00,12,7.0,3.1,48.0,1.0,-9999.0,1.0,16.0308,1.0,22.4126,1.0,38.4435,1.0,-9999.0,1.0,-9999.0,1.0,7.88917,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-02 00:00:00,12,5.0,3.1,59.0,2.3,-9999.0,1.0,10.901,1.0,20.0684,1.0,30.9695,1.0,-9999.0,1.0,-9999.0,1.0,6.84058,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-02 01:00:00,12,13.0,3.1,47.0,1.0,-9999.0,1.0,8.301,1.0,17.3345,1.0,25.6356,1.0,-9999.0,1.0,-9999.0,1.0,5.66468,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-02 02:00:00,12,9.0,3.1,43.0,1.0,-9999.0,1.0,7.0518,1.0,13.81,1.0,20.8618,1.0,-9999.0,1.0,-9999.0,1.0,7.04737,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
