,codigoSerial,pm25,calidad_pm25,pm10,calidad_pm10,pm1,calidad_pm1,no,calidad_no,no2,calidad_no2,nox,calidad_nox,ozono,calidad_ozono,co,calidad_co,so2,calidad_so2,pst,calidad_pst,dviento_ssr,calidad_dviento_ssr,haire10_ssr,calidad_haire10_ssr,p_ssr,calidad_p_ssr,pliquida_ssr,calidad_pliquida_ssr,rglobal_ssr,calidad_rglobal_ssr,taire10_ssr,calidad_taire10_ssr,vviento_ssr,calidad_vviento_ssr
2018-02-01 23:00:00,12,31.0,1.0,38.0,1.0,-9999.0,1.0,7.73694,1.0,28.6177,1.0,36.3546,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,34.3111,1.0,73.8884,1.0,639.864,3.1,0.0,1.0,0.0,1.0,21.7309,1.0,0.922494,1.0
2018-02-02 00:00:00,12,30.0,1.0,41.0,1.0,-9999.0,1.0,0.260667,1.0,22.2546,1.0,22.5153,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,19.5564,1.0,76.3114,1.0,639.781,3.1,0.0,1.0,0.0,1.0,21.3171,1.0,0.780857,1.0
2018-02-02 01:00:00,12,33.0,1.0,41.0,1.0,-9999.0,1.0,0.811191,1.0,24.0391,1.0,24.8503,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,19.5457,1.0,76.9143,1.0,639.458,3.1,0.0,1.0,0.0,1.0,21.0469,1.0,0.655972,1.0
2018-02-02 02:00:00,12,38.0,1.0,44.0,1.0,-9999.0,1.0,0.0,1.0,20.5938,2.6,19.7661,2.6,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,23.8623,1.0,78.006,1.0,639.138,3.1,0.0,1.0,0.0,1.0,20.696,1.0,0.890371,1.0
2018-02-02 03:00:00,12,37.0,2.6,32.0,2.6,-9999.0,1.0,0.0,1.0,19.5043,2.6,16.9133,2.6,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,14.8512,1.0,79.8167,1.0,638.891,3.1,0.0,1.0,0.0,1.0,20.3003,1.0,0.835386,1.0
2018-02-02 04:00:00,12,26.0,1.0,30.0,1.0,-9999.0,1.0,-0.594524,3.0,17.934,2.6,17.3395,2.6,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,40.9665,1.0,76.3172,1.0,638.678,3.1,0.0,1.0,0.0,1.0,20.3568,1.0,0.781386,1.0
2018-02-02 05:00:00,12,37.0,1.0,46.0,1.0,-9999.0,1.0,7.41204,1.0,22.1979,1.0,29.61,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,30.5688,1.0,76.098,1.0,638.839,3.1,0.0,1.0,0.0,1.0,20.233,1.0,0.634284,1.0
2018-02-02 06:00:00,12,40.0,1.0,56.0,1.0,-9999.0,1.0,27.0318,1.0,28.1814,1.0,55.2132,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,18.0869,1.0,76.5828,1.0,639.224,3.1,0.0,1.0,0.0,1.0,20.0739,1.0,0.757455,1.0
2018-02-02 07:00:00,12,54.0,1.0,68.0,1.0,-9999.0,1.0,66.8762,1.0,33.1047,1.0,99.981,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,33.729,1.0,75.5247,1.0,639.513,3.1,0.0,1.0,2.71306,1.0,20.1952,1.0,-9999.0,4.31
2018-02-02 08:00:00,12,49.0,1.0,68.0,1.0,-9999.0,1.0,58.3611,1.0,34.1377,1.0,92.4988,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,25.4898,1.0,71.2126,1.0,639.974,3.1,0.0,1.0,50.5644,1.0,20.5655,1.0,1.19022,1.0
2018-02-02 09:00:00,12,46.0,1.0,76.0,1.0,-9999.0,1.0,50.4138,1.0,35.1969,1.0,85.2545,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,22.6067,1.0,69.6241,1.0,640.428,3.1,0.0,1.0,44.4855,1.0,20.7205,1.0,1.32293,1.0
2018-02-02 10:00:00,12,49.0,1.0,71.0,1.0,-9999.0,1.0,63.6235,1.0,38.7118,1.0,102.335,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,30.6708,1.0,78.3377,1.0,640.716,3.1,0.5,1.0,178.425,1.0,20.0776,1.0,1.21649,1.0
2018-02-02 11:00:00,12,45.0,1.0,92.0,1.0,-9999.0,1.0,30.4994,1.0,34.2634,1.0,64.7628,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,23.5528,1.0,64.3725,1.0,640.297,3.1,0.0,1.0,468.575,1.0,22.3246,1.0,1.38903,1.0
2018-02-02 12:00:00,12,41.0,1.0,79.0,1.0,-9999.0,1.0,37.7823,1.0,40.4954,1.0,77.642,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,20.9317,1.0,52.8789,1.0,639.786,3.1,0.0,1.0,595.348,1.0,24.2551,1.0,1.17189,1.0
2018-02-02 13:00:00,12,42.0,1.0,63.0,1.0,-9999.0,1.0,25.3164,1.0,33.9698,1.0,58.1809,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,18.7306,1.0,46.0802,1.0,638.995,3.1,0.0,1.0,499.037,1.0,25.626,1.0,1.32089,1.0
2018-02-02 14:00:00,12,55.0,2.6,53.0,2.6,-9999.0,1.0,21.7666,1.0,36.9887,1.0,58.2442,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,21.971,1.0,44.5906,1.0,638.365,3.1,0.0,1.0,421.967,1.0,26.2629,1.0,1.29945,1.0
2018-02-02 15:00:00,12,44.0,1.0,62.0,1.0,-9999.0,1.0,21.4116,1.0,38.0001,1.0,58.1139,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,17.6674,1.0,44.4614,1.0,637.862,3.1,0.0,1.0,456.76,1.0,26.4307,1.0,1.045,1.0
2018-02-02 16:00:00,12,47.0,1.0,70.0,1.0,-9999.0,1.0,39.6549,1.0,43.6407,1.0,79.4737,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,24.2879,1.0,44.2899,1.0,637.445,3.1,0.0,1.0,215.163,1.0,26.5331,1.0,0.969949,1.0
2018-02-02 17:00:00,12,47.0,1.0,77.0,1.0,-9999.0,1.0,51.0249,1.0,47.1994,1.0,97.4528,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,14.5263,1.0,51.7846,1.0,637.49,3.1,0.0,1.0,79.7583,1.0,25.5083,1.0,0.684222,1.0
2018-02-02 18:00:00,12,40.0,1.0,72.0,1.0,-9999.0,1.0,33.5871,1.0,38.7159,1.0,71.7583,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,290.899,1.0,67.6108,1.0,638.053,3.1,2.4,1.0,6.24,1.0,22.5963,1.0,0.820444,1.0
2018-02-02 19:00:00,12,20.0,1.0,40.0,1.0,-9999.0,1.0,33.4212,1.0,42.4137,1.0,82.0971,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,329.153,1.0,94.7639,1.0,639.305,3.1,5.4,1.0,0.0,1.0,17.6454,1.0,0.134077,1.0
2018-02-02 20:00:00,12,29.0,1.0,42.0,1.0,-9999.0,1.0,51.7219,1.0,50.2601,2.3,101.982,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,229.143,1.0,99.0824,1.0,639.579,3.1,0.0,1.0,0.0,1.0,18.1827,1.0,0.158189,1.0
2018-02-02 21:00:00,12,48.0,2.6,45.0,2.6,-9999.0,1.0,85.4613,2.3,47.6951,2.3,133.156,2.3,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,335.365,1.0,99.3828,1.0,639.796,3.1,0.0,1.0,0.0,1.0,18.4249,1.0,0.252558,1.0
2018-02-02 22:00:00,12,52.0,1.0,52.0,1.0,-9999.0,1.0,75.4839,2.3,45.2173,2.3,120.701,2.3,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,335.482,1.0,99.1978,1.0,640.164,3.1,0.0,1.0,0.0,1.0,18.6939,1.0,0.960818,1.0
2018-02-02 23:00:00,12,46.0,1.0,69.0,1.0,-9999.0,1.0,104.847,2.3,44.4503,2.3,149.298,2.3,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,305.188,1.0,93.5048,1.0,640.288,3.1,0.0,1.0,0.0,1.0,19.4418,1.0,1.16792,1.0
2018-02-03 00:00:00,12,26.0,1.0,32.0,1.0,-9999.0,1.0,28.7949,2.3,30.1468,1.0,58.9418,2.3,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,26.7002,1.0,94.3224,1.0,640.109,3.1,4.8,1.0,0.0,1.0,18.2187,1.0,1.09376,1.0
2018-02-03 01:00:00,12,20.0,1.0,24.0,1.0,-9999.0,1.0,0.818052,1.0,26.9172,1.0,27.7352,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,24.8473,1.0,99.8059,1.0,639.841,3.1,2.2,1.0,0.0,1.0,16.9175,1.0,0.473681,1.0
2018-02-03 02:00:00,12,16.0,2.6,12.0,2.6,-9999.0,1.0,0.0,1.0,24.2241,2.6,19.3804,2.6,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,44.9873,1.0,100.0,1.0,639.708,3.1,2.1,1.0,0.0,1.0,16.7995,1.0,0.0210614,1.0
2018-02-03 03:00:00,12,17.0,2.6,15.0,2.6,-9999.0,1.0,0.0,3.0,21.5567,2.6,16.1892,2.6,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,179.765,1.0,100.0,3.0,639.337,3.1,0.9,1.0,0.0,1.0,16.8868,1.0,0.129555,1.0
2018-02-03 04:00:00,12,25.0,2.6,18.0,2.6,-9999.0,1.0,0.0,3.0,29.8314,2.6,29.3702,2.6,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,288.416,1.0,100.0,3.0,639.003,3.1,0.0,1.0,0.0,1.0,17.1785,1.0,0.186972,1.0
2018-02-03 05:00:00,12,26.0,1.0,34.0,1.0,-9999.0,1.0,11.0571,1.0,34.4133,1.0,45.4704,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,307.86,1.0,100.0,3.0,639.1,3.1,0.0,1.0,0.0,1.0,17.3584,1.0,0.14037,1.0
2018-02-03 06:00:00,12,30.0,1.0,35.0,1.0,-9999.0,1.0,41.3822,1.0,36.4194,1.0,77.8016,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,337.804,1.0,97.1779,1.0,639.556,3.1,0.0,1.0,0.0,1.0,17.7689,1.0,-9999.0,4.31
2018-02-03 07:00:00,12,47.0,1.0,48.0,1.0,-9999.0,1.0,76.9829,1.0,40.311,1.0,117.294,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,286.099,1.0,95.3589,1.0,640.015,3.1,0.0,1.0,0.526389,1.0,17.9538,1.0,-9999.0,4.31
2018-02-03 08:00:00,12,51.0,1.0,56.0,1.0,-9999.0,1.0,78.7953,1.0,41.0535,1.0,119.849,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,327.323,1.0,90.5563,1.0,640.45,3.1,0.0,1.0,49.1842,1.0,18.4116,1.0,0.342799,1.0
2018-02-03 09:00:00,12,43.0,1.0,77.0,1.0,-9999.0,1.0,54.8605,1.0,38.4007,1.0,92.8499,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,14.2666,1.0,83.8618,1.0,640.921,3.1,0.0,1.0,121.242,1.0,19.1987,1.0,0.691324,1.0
2018-02-03 10:00:00,12,46.0,1.0,73.0,1.0,-9999.0,1.0,35.1574,1.0,34.9482,1.0,69.1863,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,28.1206,1.0,74.5334,1.0,640.93,3.1,0.0,1.0,344.04,1.0,20.31,1.0,0.952878,1.0
2018-02-03 11:00:00,12,38.0,1.0,73.0,1.0,-9999.0,1.0,32.7,1.0,37.9157,1.0,68.79,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,23.835,1.0,66.8373,1.0,640.644,3.1,0.0,1.0,278.369,1.0,21.492,1.0,0.829309,1.0
2018-02-03 12:00:00,12,54.0,1.0,78.0,1.0,-9999.0,1.0,19.5988,1.0,38.7518,1.0,57.4098,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,28.2793,1.0,63.4016,1.0,640.059,3.1,0.0,1.0,320.63,1.0,22.2141,1.0,0.602999,1.0
2018-02-03 13:00:00,12,57.0,1.0,85.0,1.0,-9999.0,1.0,35.3941,1.0,39.963,1.0,72.6008,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,19.4014,1.0,59.8353,1.0,639.426,3.1,0.0,1.0,475.982,1.0,23.0798,1.0,1.43565,1.0
2018-02-03 14:00:00,12,40.0,1.0,62.0,1.0,-9999.0,1.0,32.3281,1.0,37.4895,1.0,68.8112,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,19.1591,1.0,55.6183,1.0,638.656,3.1,0.0,1.0,638.483,1.0,24.2243,1.0,1.32862,1.0
2018-02-03 15:00:00,12,30.0,1.0,65.0,1.0,-9999.0,1.0,37.5852,1.0,38.383,1.0,75.2011,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,19.8712,1.0,55.3901,1.0,638.108,3.1,0.0,1.0,296.068,1.0,24.0813,1.0,1.13787,1.0
2018-02-03 16:00:00,12,35.0,1.0,59.0,1.0,-9999.0,1.0,49.5957,1.0,44.2314,1.0,91.7793,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,22.6495,1.0,56.4479,1.0,637.886,3.1,0.0,1.0,137.281,1.0,23.73,1.0,0.835805,1.0
2018-02-03 17:00:00,12,28.0,1.0,57.0,1.0,-9999.0,1.0,51.1232,1.0,47.1596,1.0,96.6721,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,30.6792,1.0,58.2448,1.0,637.945,3.1,0.0,1.0,41.6086,1.0,22.7473,1.0,0.505021,1.0
2018-02-03 18:00:00,12,28.0,1.0,43.0,1.0,-9999.0,1.0,50.0845,1.0,41.2596,1.0,88.7986,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,23.6941,1.0,60.2463,1.0,638.179,3.1,0.0,1.0,28.8619,1.0,21.9859,1.0,1.41778,1.0
2018-02-03 19:00:00,12,31.0,1.0,56.0,1.0,-9999.0,1.0,44.2009,1.0,39.8803,1.0,83.2017,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,21.663,1.0,64.662,1.0,638.655,3.1,0.0,1.0,0.378056,1.0,21.5025,1.0,1.17802,1.0
2018-02-03 20:00:00,12,30.0,1.0,49.0,1.0,-9999.0,1.0,39.6623,1.0,38.073,1.0,77.7353,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,23.003,1.0,67.0132,1.0,639.146,3.1,0.0,1.0,0.0,1.0,21.3129,1.0,0.874266,1.0
2018-02-03 21:00:00,12,36.0,1.0,49.0,1.0,-9999.0,1.0,31.4919,1.0,35.8615,1.0,66.9935,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,17.8605,1.0,71.5073,1.0,639.642,3.1,0.0,1.0,0.0,1.0,20.8925,1.0,0.727625,1.0
2018-02-03 22:00:00,12,23.0,1.0,47.0,1.0,-9999.0,1.0,29.0695,1.0,32.8394,1.0,61.9088,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,7.9164,1.0,72.9075,1.0,639.8,3.1,0.0,1.0,0.0,1.0,20.7224,1.0,0.763472,1.0
2018-02-03 23:00:00,12,21.0,1.0,38.0,1.0,-9999.0,1.0,17.1502,1.0,28.6325,1.0,45.7827,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,11.342,1.0,75.3913,1.0,639.975,3.1,0.0,1.0,0.0,1.0,20.428,1.0,0.596055,1.0
2018-02-04 00:00:00,12,28.0,1.0,34.0,1.0,-9999.0,1.0,11.4811,1.0,26.5693,1.0,38.0504,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,9.67205,1.0,76.827,1.0,639.954,3.1,0.0,1.0,0.0,1.0,20.1585,1.0,0.650787,1.0
2018-02-04 01:00:00,12,26.0,1.0,33.0,1.0,-9999.0,1.0,7.57978,2.3,24.7639,1.0,32.3437,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,4.37986,1.0,76.3751,1.0,639.639,3.1,0.0,1.0,0.0,1.0,20.052,1.0,0.545832,1.0
2018-02-04 02:00:00,12,27.0,1.0,30.0,1.0,-9999.0,1.0,4.3035,1.0,24.249,1.0,28.5525,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,24.1439,1.0,77.7115,1.0,639.22,3.1,0.0,1.0,0.0,1.0,19.6604,1.0,0.464045,1.0
2018-02-04 03:00:00,12,23.0,1.0,32.0,1.0,-9999.0,1.0,5.50058,1.0,22.4265,1.0,27.9271,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,22.6299,1.0,77.7013,1.0,638.962,3.1,0.0,1.0,0.0,1.0,19.4924,1.0,0.680631,1.0
2018-02-04 04:00:00,12,27.0,1.0,33.0,1.0,-9999.0,1.0,3.94182,1.0,22.5897,1.0,26.5315,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,22.2738,1.0,78.0219,1.0,638.843,3.1,0.0,1.0,0.0,1.0,19.3758,1.0,0.683757,1.0
2018-02-04 05:00:00,12,27.0,1.0,35.0,1.0,-9999.0,1.0,4.8869,1.0,22.5362,1.0,27.4231,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,16.3622,1.0,77.8686,1.0,639.065,3.1,0.0,1.0,0.0,1.0,19.1394,1.0,0.809533,1.0
2018-02-04 06:00:00,12,25.0,1.0,36.0,1.0,-9999.0,1.0,11.7483,1.0,27.1549,1.0,38.9032,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,10.7729,1.0,76.7883,1.0,639.307,3.1,0.0,1.0,0.0,1.0,19.0005,1.0,0.52941,1.0
2018-02-04 07:00:00,12,27.0,1.0,39.0,1.0,-9999.0,1.0,15.6106,2.1,28.1578,1.0,43.7684,1.0,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,17.5617,1.0,75.201,1.0,639.711,3.1,0.0,1.0,5.21611,1.0,18.8664,1.0,0.807953,1.0
